sl.no,word,mood,score
1695,dispute,negative,-1
1696,disputed,negative,-1
1697,disquiet,negative,-1
1698,disquieting,negative,-1
1699,disquietingly,negative,-1
1700,disquietude,negative,-1
1701,disregard,negative,-1
1702,disregardful,negative,-1
1703,disreputable,negative,-1
1704,disrepute,negative,-1
1705,disrespect,negative,-1
1706,disrespectable,negative,-1
1707,disrespectablity,negative,-1
1708,disrespectful,negative,-1
1709,disrespectfully,negative,-1
1710,disrespectfulness,negative,-1
1711,disrespecting,negative,-1
1712,disrupt,negative,-1
1713,disruption,negative,-1
1714,disruptive,negative,-1
1715,diss,negative,-1
1716,dissapointed,negative,-1
1717,dissappointed,negative,-1
1718,dissappointing,negative,-1
1719,dissatisfaction,negative,-1
1720,dissatisfactory,negative,-1
1721,dissatisfied,negative,-1
1722,dissatisfies,negative,-1
1723,dissatisfy,negative,-1
1724,dissatisfying,negative,-1
1725,dissed,negative,-1
1726,dissemble,negative,-1
1727,dissembler,negative,-1
1728,dissension,negative,-1
1729,dissent,negative,-1
1730,dissenter,negative,-1
1731,dissention,negative,-1
1732,disservice,negative,-1
1733,disses,negative,-1
1734,dissidence,negative,-1
1735,dissident,negative,-1
1736,dissidents,negative,-1
1737,dissing,negative,-1
1738,dissocial,negative,-1
1739,dissolute,negative,-1
1740,dissolution,negative,-1
1741,dissonance,negative,-1
1742,dissonant,negative,-1
1743,dissonantly,negative,-1
1744,dissuade,negative,-1
1745,dissuasive,negative,-1
1746,distains,negative,-1
1747,distaste,negative,-1
1748,distasteful,negative,-1
1749,distastefully,negative,-1
1750,distinction,positive,1
1751,distinctive,positive,1
1752,distinguished,positive,1
1753,distort,negative,-1
1754,distorted,negative,-1
1755,distortion,negative,-1
1756,distorts,negative,-1
1757,distract,negative,-1
1758,distracting,negative,-1
1759,distraction,negative,-1
1760,distraught,negative,-1
1761,distraughtly,negative,-1
1762,distraughtness,negative,-1
1763,distress,negative,-1
1764,distressed,negative,-1
1765,distressing,negative,-1
1766,distressingly,negative,-1
1767,distrust,negative,-1
1768,distrustful,negative,-1
1769,distrusting,negative,-1
1770,disturb,negative,-1
1771,disturbance,negative,-1
1772,disturbed,negative,-1
1773,disturbing,negative,-1
1774,disturbingly,negative,-1
1775,disunity,negative,-1
1776,disvalue,negative,-1
1777,divergent,negative,-1
1778,diversified,positive,1
1779,divine,positive,1
1780,divinely,positive,1
1781,divisive,negative,-1
1782,divisively,negative,-1
1783,divisiveness,negative,-1
1784,dizzing,negative,-1
1785,dizzingly,negative,-1
1786,dizzy,negative,-1
1787,doddering,negative,-1
1788,dodgey,negative,-1
1789,dogged,negative,-1
1790,doggedly,negative,-1
1791,dogmatic,negative,-1
1792,doldrums,negative,-1
1793,dominate,positive,1
1794,dominated,positive,1
1795,dominates,positive,1
1796,domineer,negative,-1
1797,domineering,negative,-1
1798,donside,negative,-1
1799,doom,negative,-1
1800,doomed,negative,-1
1801,doomsday,negative,-1
1802,dope,negative,-1
1803,dote,positive,1
1804,dotingly,positive,1
1805,doubt,negative,-1
1806,doubtful,negative,-1
1807,doubtfully,negative,-1
1808,doubtless,positive,1
1809,doubts,negative,-1
1810,douchbag,negative,-1
1811,douchebag,negative,-1
1812,douchebags,negative,-1
1813,downbeat,negative,-1
1814,downcast,negative,-1
1815,downer,negative,-1
1816,downfall,negative,-1
1817,downfallen,negative,-1
1818,downgrade,negative,-1
1819,downhearted,negative,-1
1820,downheartedly,negative,-1
1821,downhill,negative,-1
1822,downside,negative,-1
1823,downsides,negative,-1
1824,downturn,negative,-1
1825,downturns,negative,-1
1826,drab,negative,-1
1827,draconian,negative,-1
1828,draconic,negative,-1
1829,drag,negative,-1
1830,dragged,negative,-1
1831,dragging,negative,-1
1832,dragoon,negative,-1
1833,drags,negative,-1
1834,drain,negative,-1
1835,drained,negative,-1
1836,draining,negative,-1
1837,drains,negative,-1
1838,drastic,negative,-1
1839,drastically,negative,-1
1840,drawback,negative,-1
1841,drawbacks,negative,-1
1842,dread,negative,-1
1843,dreadful,negative,-1
1844,dreadfully,negative,-1
1845,dreadfulness,negative,-1
1846,dreamland,positive,1
1847,dreary,negative,-1
1848,dripped,negative,-1
1849,dripping,negative,-1
1850,drippy,negative,-1
1851,drips,negative,-1
1852,drones,negative,-1
1853,droop,negative,-1
1854,droops,negative,-1
1855,dropout,negative,-1
1856,drop-out,negative,-1
1857,dropouts,negative,-1
1858,drop-outs,negative,-1
1859,drought,negative,-1
1860,drowning,negative,-1
1861,drunk,negative,-1
1862,drunkard,negative,-1
1863,drunken,negative,-1
1864,dubious,negative,-1
1865,dubiously,negative,-1
1866,dubitable,negative,-1
1867,dud,negative,-1
1868,dull,negative,-1
1869,dullard,negative,-1
1870,dumb,negative,-1
1871,dumbfound,negative,-1
1872,dumbfounded,positive,1
1873,dumbfounding,positive,1
1874,dummy-proof,positive,1
1875,dump,negative,-1
1876,dumped,negative,-1
1877,dumping,negative,-1
1878,dumps,negative,-1
1879,dunce,negative,-1
1880,dungeon,negative,-1
1881,dungeons,negative,-1
1882,dupe,negative,-1
1883,durable,positive,1
1884,dust,negative,-1
1885,dusty,negative,-1
1886,dwindling,negative,-1
1887,dying,negative,-1
1888,dynamic,positive,1
1889,eager,positive,1
1890,eagerly,positive,1
1891,eagerness,positive,1
1892,earnest,positive,1
1893,earnestly,positive,1
1894,earnestness,positive,1
1895,earsplitting,negative,-1
1896,ease,positive,1
1897,eased,positive,1
1898,eases,positive,1
1899,easier,positive,1
1900,easiest,positive,1
1901,easiness,positive,1
1902,easing,positive,1
1903,easy,positive,1
1904,easygoing,positive,1
1905,easy-to-use,positive,1
1906,ebullience,positive,1
1907,ebullient,positive,1
1908,ebulliently,positive,1
1909,eccentric,negative,-1
1910,eccentricity,negative,-1
1911,ecenomical,positive,1
1912,economical,positive,1
1913,ecstasies,positive,1
1914,ecstasy,positive,1
1915,ecstatic,positive,1
1916,ecstatically,positive,1
1917,edify,positive,1
1918,educated,positive,1
1919,effective,positive,1
1920,effectively,positive,1
1921,effectiveness,positive,1
1922,effectual,positive,1
1923,efficacious,positive,1
1924,efficient,positive,1
1925,efficiently,positive,1
1926,effigy,negative,-1
1927,effortless,positive,1
1928,effortlessly,positive,1
1929,effrontery,negative,-1
1930,effusion,positive,1
1931,effusive,positive,1
1932,effusively,positive,1
1933,effusiveness,positive,1
1934,egocentric,negative,-1
1935,egomania,negative,-1
1936,egotism,negative,-1
1937,egotistical,negative,-1
1938,egotistically,negative,-1
1939,egregious,negative,-1
1940,egregiously,negative,-1
1941,elan,positive,1
1942,elate,positive,1
1943,elated,positive,1
1944,elatedly,positive,1
1945,elation,positive,1
1946,election-rigger,negative,-1
1947,electrify,positive,1
1948,elegance,positive,1
1949,elegant,positive,1
1950,elegantly,positive,1
1951,elevate,positive,1
1952,elimination,negative,-1
1953,elite,positive,1
1954,eloquence,positive,1
1955,eloquent,positive,1
1956,eloquently,positive,1
1957,emaciated,negative,-1
1958,emasculate,negative,-1
1959,embarrass,negative,-1
1960,embarrassing,negative,-1
1961,embarrassingly,negative,-1
1962,embarrassment,negative,-1
1963,embattled,negative,-1
1964,embolden,positive,1
1965,embroil,negative,-1
1966,embroiled,negative,-1
1967,embroilment,negative,-1
1968,emergency,negative,-1
1969,eminence,positive,1
1970,eminent,positive,1
1971,empathize,positive,1
1972,empathy,positive,1
1973,emphatic,negative,-1
1974,emphatically,negative,-1
1975,empower,positive,1
1976,empowerment,positive,1
1977,emptiness,negative,-1
1978,enchant,positive,1
1979,enchanted,positive,1
1980,enchanting,positive,1
1981,enchantingly,positive,1
1982,encourage,positive,1
1983,encouragement,positive,1
1984,encouraging,positive,1
1985,encouragingly,positive,1
1986,encroach,negative,-1
1987,encroachment,negative,-1
1988,endanger,negative,-1
1989,endear,positive,1
1990,endearing,positive,1
1991,endorse,positive,1
1992,endorsed,positive,1
1993,endorsement,positive,1
1994,endorses,positive,1
1995,endorsing,positive,1
1996,enemies,negative,-1
1997,enemy,negative,-1
1998,energetic,positive,1
1999,energize,positive,1
2000,energy-efficient,positive,1
2001,energy-saving,positive,1
2002,enervate,negative,-1
2003,enfeeble,negative,-1
2004,enflame,negative,-1
2005,engaging,positive,1
2006,engrossing,positive,1
2007,engulf,negative,-1
2008,enhance,positive,1
2009,enhanced,positive,1
2010,enhancement,positive,1
2011,enhances,positive,1
2012,enjoin,negative,-1
2013,enjoy,positive,1
2014,enjoyable,positive,1
2015,enjoyably,positive,1
2016,enjoyed,positive,1
2017,enjoying,positive,1
2018,enjoyment,positive,1
2019,enjoys,positive,1
2020,enlighten,positive,1
2021,enlightenment,positive,1
2022,enliven,positive,1
2023,enmity,negative,-1
2024,ennoble,positive,1
2025,enough,positive,1
2026,enrage,negative,-1
2027,enraged,negative,-1
2028,enraging,negative,-1
2029,enrapt,positive,1
2030,enrapture,positive,1
2031,enraptured,positive,1
2032,enrich,positive,1
2033,enrichment,positive,1
2034,enslave,negative,-1
2035,entangle,negative,-1
2036,entanglement,negative,-1
2037,enterprising,positive,1
2038,entertain,positive,1
2039,entertaining,positive,1
2040,entertains,positive,1
2041,enthral,positive,1
2042,enthrall,positive,1
2043,enthralled,positive,1
2044,enthuse,positive,1
2045,enthusiasm,positive,1
2046,enthusiast,positive,1
2047,enthusiastic,positive,1
2048,enthusiastically,positive,1
2049,entice,positive,1
2050,enticed,positive,1
2051,enticing,positive,1
2052,enticingly,positive,1
2053,entranced,positive,1
2054,entrancing,positive,1
2055,entrap,negative,-1
2056,entrapment,negative,-1
2057,entrust,positive,1
2058,enviable,positive,1
2059,enviably,positive,1
2060,envious,positive,1
2061,envious,negative,-1
2062,enviously,positive,1
2063,enviously,negative,-1
2064,enviousness,positive,1
2065,enviousness,negative,-1
2066,envy,positive,1
2067,epidemic,negative,-1
2068,equitable,positive,1
2069,equivocal,negative,-1
2070,erase,negative,-1
2071,ergonomical,positive,1
2072,erode,negative,-1
2073,erodes,negative,-1
2074,erosion,negative,-1
2075,err,negative,-1
2076,errant,negative,-1
2077,erratic,negative,-1
2078,erratically,negative,-1
2079,err-free,positive,1
2080,erroneous,negative,-1
2081,erroneously,negative,-1
2082,error,negative,-1
2083,errors,negative,-1
2084,erudite,positive,1
2085,eruptions,negative,-1
2086,escapade,negative,-1
2087,eschew,negative,-1
2088,estranged,negative,-1
2089,ethical,positive,1
2090,eulogize,positive,1
2091,euphoria,positive,1
2092,euphoric,positive,1
2093,euphorically,positive,1
2094,evade,negative,-1
2095,evaluative,positive,1
2096,evasion,negative,-1
2097,evasive,negative,-1
2098,evenly,positive,1
2099,eventful,positive,1
2100,everlasting,positive,1
2101,evil,negative,-1
2102,evildoer,negative,-1
2103,evils,negative,-1
2104,eviscerate,negative,-1
2105,evocative,positive,1
2106,exacerbate,negative,-1
2107,exagerate,negative,-1
2108,exagerated,negative,-1
2109,exagerates,negative,-1
2110,exaggerate,negative,-1
2111,exaggeration,negative,-1
2112,exalt,positive,1
2113,exaltation,positive,1
2114,exalted,positive,1
2115,exaltedly,positive,1
2116,exalting,positive,1
2117,exaltingly,positive,1
2118,examplar,positive,1
2119,examplary,positive,1
2120,exasperate,negative,-1
2121,exasperated,negative,-1
2122,exasperating,negative,-1
2123,exasperatingly,negative,-1
2124,exasperation,negative,-1
2125,excallent,positive,1
2126,exceed,positive,1
2127,exceeded,positive,1
2128,exceeding,positive,1
2129,exceedingly,positive,1
2130,exceeds,positive,1
2131,excel,positive,1
2132,exceled,positive,1
2133,excelent,positive,1
2134,excellant,positive,1
2135,excelled,positive,1
2136,excellence,positive,1
2137,excellency,positive,1
2138,excellent,positive,1
2139,excellently,positive,1
2140,excels,positive,1
2141,exceptional,positive,1
2142,exceptionally,positive,1
2143,excessive,negative,-1
2144,excessively,negative,-1
2145,excite,positive,1
2146,excited,positive,1
2147,excitedly,positive,1
2148,excitedness,positive,1
2149,excitement,positive,1
2150,excites,positive,1
2151,exciting,positive,1
2152,excitingly,positive,1
2153,exclusion,negative,-1
2154,excoriate,negative,-1
2155,excruciating,negative,-1
2156,excruciatingly,negative,-1
2157,excuse,negative,-1
2158,excuses,negative,-1
2159,execrate,negative,-1
2160,exellent,positive,1
2161,exemplar,positive,1
2162,exemplary,positive,1
2163,exhaust,negative,-1
2164,exhausted,negative,-1
2165,exhaustion,negative,-1
2166,exhausts,negative,-1
2167,exhilarate,positive,1
2168,exhilarating,positive,1
2169,exhilaratingly,positive,1
2170,exhilaration,positive,1
2171,exhorbitant,negative,-1
2172,exhort,negative,-1
2173,exile,negative,-1
2174,exonerate,positive,1
2175,exorbitant,negative,-1
2176,exorbitantance,negative,-1
2177,exorbitantly,negative,-1
2178,expansive,positive,1
2179,expeditiously,positive,1
2180,expel,negative,-1
2181,expensive,negative,-1
2182,expertly,positive,1
2183,expire,negative,-1
2184,expired,negative,-1
2185,explode,negative,-1
2186,exploit,negative,-1
2187,exploitation,negative,-1
2188,explosive,negative,-1
2189,expropriate,negative,-1
2190,expropriation,negative,-1
2191,expulse,negative,-1
2192,expunge,negative,-1
2193,exquisite,positive,1
2194,exquisitely,positive,1
2195,exterminate,negative,-1
2196,extermination,negative,-1
2197,extinguish,negative,-1
2198,extol,positive,1
2199,extoll,positive,1
2200,extort,negative,-1
2201,extortion,negative,-1
2202,extraneous,negative,-1
2203,extraordinarily,positive,1
2204,extraordinary,positive,1
2205,extravagance,negative,-1
2206,extravagant,negative,-1
2207,extravagantly,negative,-1
2208,extremism,negative,-1
2209,extremist,negative,-1
2210,extremists,negative,-1
2211,exuberance,positive,1
2212,exuberant,positive,1
2213,exuberantly,positive,1
2214,exult,positive,1
2215,exultant,positive,1
2216,exultation,positive,1
2217,exultingly,positive,1
2218,eyecatch,positive,1
2219,eye-catch,positive,1
2220,eyecatching,positive,1
2221,eye-catching,positive,1
2222,eyesore,negative,-1
2223,f**k,negative,-1
2224,fabricate,negative,-1
2225,fabrication,negative,-1
2226,fabulous,positive,1
2227,fabulously,positive,1
2228,facetious,negative,-1
2229,facetiously,negative,-1
2230,facilitate,positive,1
2231,fail,negative,-1
2232,failed,negative,-1
2233,failing,negative,-1
2234,fails,negative,-1
2235,failure,negative,-1
2236,failures,negative,-1
2237,faint,negative,-1
2238,fainthearted,negative,-1
2239,fair,positive,1
2240,fairly,positive,1
2241,fairness,positive,1
2242,faith,positive,1
2243,faithful,positive,1
2244,faithfully,positive,1
2245,faithfulness,positive,1
2246,faithless,negative,-1
2247,fake,negative,-1
2248,fall,negative,-1
2249,fallacies,negative,-1
2250,fallacious,negative,-1
2251,fallaciously,negative,-1
2252,fallaciousness,negative,-1
2253,fallacy,negative,-1
2254,fallen,negative,-1
2255,falling,negative,-1
2256,fallout,negative,-1
2257,falls,negative,-1
2258,false ,negative,-1
2259,falsehood,negative,-1
2260,falsely,negative,-1
2261,falsify,negative,-1
2262,falter,negative,-1
2263,faltered,negative,-1
2264,fame,positive,1
2265,famed,positive,1
2266,famine,negative,-1
2267,famished,negative,-1
2268,famous,positive,1
2269,famously,positive,1
2270,fanatic,negative,-1
2271,fanatical,negative,-1
2272,fanatically,negative,-1
2273,fanaticism,negative,-1
2274,fanatics,negative,-1
2275,fancier,positive,1
2276,fanciful,negative,-1
2277,fancinating,positive,1
2278,fancy,positive,1
2279,fanfare,positive,1
2280,fans,positive,1
2281,fantastic,positive,1
2282,fantastically,positive,1
2283,farce,negative,-1
2284,farcical,negative,-1
2285,farcically,negative,-1
2286,farcical-yet-provocative,negative,-1
2287,farfetched,negative,-1
2288,far-fetched,negative,-1
2289,fascinate,positive,1
2290,fascinating,positive,1
2291,fascinatingly,positive,1
2292,fascination,positive,1
2293,fascism,negative,-1
2294,fascist,negative,-1
2295,fashionable,positive,1
2296,fashionably,positive,1
2297,fast,positive,1
2298,faster,positive,1
2299,fastest,positive,1
2300,fastest-growing,positive,1
2301,fast-growing,positive,1
2302,fastidious,negative,-1
2303,fastidiously,negative,-1
2304,fast-paced,positive,1
2305,fastuous,negative,-1
2306,fat,negative,-1
2307,fatal,negative,-1
2308,fatalistic,negative,-1
2309,fatalistically,negative,-1
2310,fatally,negative,-1
2311,fatcat,negative,-1
2312,fat-cat,negative,-1
2313,fatcats,negative,-1
2314,fat-cats,negative,-1
2315,fateful,negative,-1
2316,fatefully,negative,-1
2317,fathomless,negative,-1
2318,fatigue,negative,-1
2319,fatigued,negative,-1
2320,fatique,negative,-1
2321,fatty,negative,-1
2322,fatuity,negative,-1
2323,fatuous,negative,-1
2324,fatuously,negative,-1
2325,fault,negative,-1
2326,faultless,positive,1
2327,faults,negative,-1
2328,faulty,negative,-1
2329,fav,positive,1
2330,fave,positive,1
2331,favor,positive,1
2332,favorable,positive,1
2333,favored,positive,1
2334,favorite,positive,1
2335,favorited,positive,1
2336,favour,positive,1
2337,fawningly,negative,-1
2338,faze,negative,-1
2339,fear,negative,-1
2340,fearful,negative,-1
2341,fearfully,negative,-1
2342,fearless,positive,1
2343,fearlessly,positive,1
2344,fears,negative,-1
2345,fearsome,negative,-1
2346,feasible,positive,1
2347,feasibly,positive,1
2348,feat,positive,1
2349,feature-rich,positive,1
2350,fecilitous,positive,1
2351,feckless,negative,-1
2352,feeble,negative,-1
2353,feeblely,negative,-1
2354,feebleminded,negative,-1
2355,feign,negative,-1
2356,feint,negative,-1
2357,feisty,positive,1
2358,felicitate,positive,1
2359,felicitous,positive,1
2360,felicity,positive,1
2361,fell,negative,-1
2362,felon,negative,-1
2363,felonious,negative,-1
2364,ferociously,negative,-1
2365,ferocity,negative,-1
2366,fertile,positive,1
2367,fervent,positive,1
2368,fervently,positive,1
2369,fervid,positive,1
2370,fervidly,positive,1
2371,fervor,positive,1
2372,festive,positive,1
2373,fetid,negative,-1
2374,fever,negative,-1
2375,feverish,negative,-1
2376,fevers,negative,-1
2377,fiasco,negative,-1
2378,fib,negative,-1
2379,fibber,negative,-1
2380,fickle,negative,-1
2381,fiction,negative,-1
2382,fictional,negative,-1
2383,fictitious,negative,-1
2384,fidelity,positive,1
2385,fidget,negative,-1
2386,fidgety,negative,-1
2387,fiend,negative,-1
2388,fiendish,negative,-1
2389,fierce,negative,-1
2390,fiery,positive,1
2391,figurehead,negative,-1
2392,filth,negative,-1
2393,filthy,negative,-1
2394,finagle,negative,-1
2395,fine,positive,1
2396,fine-looking,positive,1
2397,finely,positive,1
2398,finer,positive,1
2399,finest,positive,1
2400,finicky,negative,-1
2401,firmer,positive,1
2402,first-class,positive,1
2403,first-in-class,positive,1
2404,first-rate,positive,1
2405,fissures,negative,-1
2406,fist,negative,-1
2407,flabbergast,negative,-1
2408,flabbergasted,negative,-1
2409,flagging,negative,-1
2410,flagrant,negative,-1
2411,flagrantly,negative,-1
2412,flair,negative,-1
2413,flairs,negative,-1
2414,flak,negative,-1
2415,flake,negative,-1
2416,flakey,negative,-1
2417,flakieness,negative,-1
2418,flaking,negative,-1
2419,flaky,negative,-1
2420,flare,negative,-1
2421,flares,negative,-1
2422,flareup,negative,-1
2423,flareups,negative,-1
2424,flashy,positive,1
2425,flat-out,negative,-1
2426,flatter,positive,1
2427,flattering,positive,1
2428,flatteringly,positive,1
2429,flaunt,negative,-1
2430,flaw,negative,-1
2431,flawed,negative,-1
2432,flawless,positive,1
2433,flawlessly,positive,1
2434,flaws,negative,-1
2435,flee,negative,-1
2436,fleed,negative,-1
2437,fleeing,negative,-1
2438,fleer,negative,-1
2439,flees,negative,-1
2440,fleeting,negative,-1
2441,flexibility,positive,1
2442,flexible,positive,1
2443,flicering,negative,-1
2444,flicker,negative,-1
2445,flickering,negative,-1
2446,flickers,negative,-1
2447,flighty,negative,-1
2448,flimflam,negative,-1
2449,flimsy,negative,-1
2450,flirt,negative,-1
2451,flirty,negative,-1
2452,floored,negative,-1
2453,flounder,negative,-1
2454,floundering,negative,-1
2455,flourish,positive,1
2456,flourishing,positive,1
2457,flout,negative,-1
2458,fluent,positive,1
2459,fluster,negative,-1
2460,flutter,positive,1
2461,foe,negative,-1
2462,fond,positive,1
2463,fondly,positive,1
2464,fondness,positive,1
2465,fool,negative,-1
2466,fooled,negative,-1
2467,foolhardy,negative,-1
2468,foolish,negative,-1
2469,foolishly,negative,-1
2470,foolishness,negative,-1
2471,foolproof,positive,1
2472,forbid,negative,-1
2473,forbidden,negative,-1
2474,forbidding,negative,-1
2475,forceful,negative,-1
2476,foreboding,negative,-1
2477,forebodingly,negative,-1
2478,foremost,positive,1
2479,foresight,positive,1
2480,forfeit,negative,-1
2481,forged,negative,-1
2482,forgetful,negative,-1
2483,forgetfully,negative,-1
2484,forgetfulness,negative,-1
2485,forlorn,negative,-1
2486,forlornly,negative,-1
2487,formidable,positive,1
2488,forsake,negative,-1
2489,forsaken,negative,-1
2490,forswear,negative,-1
2491,fortitude,positive,1
2492,fortuitous,positive,1
2493,fortuitously,positive,1
2494,fortunate,positive,1
2495,fortunately,positive,1
2496,fortune,positive,1
2497,foul,negative,-1
2498,foully,negative,-1
2499,foulness,negative,-1
2500,fractious,negative,-1
2501,fractiously,negative,-1
2502,fracture,negative,-1
2503,fragile,negative,-1
2504,fragmented,negative,-1
2505,fragrant,positive,1
2506,frail,negative,-1
2507,frantic,negative,-1
2508,frantically,negative,-1
2509,franticly,negative,-1
2510,fraud,negative,-1
2511,fraudulent,negative,-1
2512,fraught,negative,-1
2513,frazzle,negative,-1
2514,frazzled,negative,-1
2515,freak,negative,-1
2516,freaking,negative,-1
2517,freakish,negative,-1
2518,freakishly,negative,-1
2519,freaks,negative,-1
2520,free,positive,1
2521,freed,positive,1
2522,freedom,positive,1
2523,freedoms,positive,1
2524,freeze,negative,-1
2525,freezes,negative,-1
2526,freezing,negative,-1
2527,frenetic,negative,-1
2528,frenetically,negative,-1
2529,frenzied,negative,-1
2530,frenzy,negative,-1
2531,fresh,positive,1
2532,fresher,positive,1
2533,freshest,positive,1
2534,fret,negative,-1
2535,fretful,negative,-1
2536,frets,negative,-1
2537,friction,negative,-1
2538,frictions,negative,-1
2539,fried,negative,-1
2540,friendliness,positive,1
2541,friendly,positive,1
2542,friggin,negative,-1
2543,frigging,negative,-1
2544,fright,negative,-1
2545,frighten,negative,-1
2546,frightening,negative,-1
2547,frighteningly,negative,-1
2548,frightful,negative,-1
2549,frightfully,negative,-1
2550,frigid,negative,-1
2551,frolic,positive,1
2552,frost,negative,-1
2553,frown,negative,-1
2554,froze,negative,-1
2555,frozen,negative,-1
2556,frugal,positive,1
2557,fruitful,positive,1
2558,fruitless,negative,-1
2559,fruitlessly,negative,-1
2560,frustrate,negative,-1
2561,frustrated,negative,-1
2562,frustrates,negative,-1
2563,frustrating,negative,-1
2564,frustratingly,negative,-1
2565,frustration,negative,-1
2566,frustrations,negative,-1
2567,ftw,positive,1
2568,fuck,negative,-1
2569,fucking,negative,-1
2570,fudge,negative,-1
2571,fugitive,negative,-1
2572,fulfillment,positive,1
2573,full-blown,negative,-1
2574,fulminate,negative,-1
2575,fumble,negative,-1
2576,fume,negative,-1
2577,fumes,negative,-1
2578,fun,positive,1
2579,fundamentalism,negative,-1
2580,funky,negative,-1
2581,funnily,negative,-1
2582,funny,negative,-1
2583,furious,negative,-1
2584,furiously,negative,-1
2585,furor,negative,-1
2586,fury,negative,-1
2587,fuss,negative,-1
2588,fussy,negative,-1
2589,fustigate,negative,-1
2590,fusty,negative,-1
2591,futile,negative,-1
2592,futilely,negative,-1
2593,futility,negative,-1
2594,futurestic,positive,1
2595,futuristic,positive,1
2596,fuzzy,negative,-1
2597,gabble,negative,-1
2598,gaff,negative,-1
2599,gaffe,negative,-1
2600,gaiety,positive,1
2601,gaily,positive,1
2602,gain,positive,1
2603,gained,positive,1
2604,gainful,positive,1
2605,gainfully,positive,1
2606,gaining,positive,1
2607,gains,positive,1
2608,gainsay,negative,-1
2609,gainsayer,negative,-1
2610,gall,negative,-1
2611,gallant,positive,1
2612,gallantly,positive,1
2613,galling,negative,-1
2614,gallingly,negative,-1
2615,galls,negative,-1
2616,galore,positive,1
2617,gangster,negative,-1
2618,gape,negative,-1
2619,garbage,negative,-1
2620,garish,negative,-1
2621,gasp,negative,-1
2622,gauche,negative,-1
2623,gaudy,negative,-1
2624,gawk,negative,-1
2625,gawky,negative,-1
2626,geekier,positive,1
2627,geeky,positive,1
2628,geezer,negative,-1
2629,gem,positive,1
2630,gems,positive,1
2631,generosity,positive,1
2632,generous,positive,1
2633,generously,positive,1
2634,genial,positive,1
2635,genius,positive,1
2636,genocide,negative,-1
2637,gentle,positive,1
2638,gentlest,positive,1
2639,genuine,positive,1
2640,get-rich,negative,-1
2641,ghastly,negative,-1
2642,ghetto,negative,-1
2643,ghosting,negative,-1
2644,gibber,negative,-1
2645,gibberish,negative,-1
2646,gibe,negative,-1
2647,giddy,negative,-1
2648,gifted,positive,1
2649,gimmick,negative,-1
2650,gimmicked,negative,-1
2651,gimmicking,negative,-1
2652,gimmicks,negative,-1
2653,gimmicky,negative,-1
2654,glad,positive,1
2655,gladden,positive,1
2656,gladly,positive,1
2657,gladness,positive,1
2658,glamorous,positive,1
2659,glare,negative,-1
2660,glaringly,negative,-1
2661,glee,positive,1
2662,gleeful,positive,1
2663,gleefully,positive,1
2664,glib,negative,-1
2665,glibly,negative,-1
2666,glimmer,positive,1
2667,glimmering,positive,1
2668,glisten,positive,1
2669,glistening,positive,1
2670,glitch,negative,-1
2671,glitches,negative,-1
2672,glitter,positive,1
2673,glitz,positive,1
2674,gloatingly,negative,-1
2675,gloom,negative,-1
2676,gloomy,negative,-1
2677,glorify,positive,1
2678,glorious,positive,1
2679,gloriously,positive,1
2680,glory,positive,1
2681,glow,positive,1
2682,glower,negative,-1
2683,glowing,positive,1
2684,glowingly,positive,1
2685,glum,negative,-1
2686,glut,negative,-1
2687,gnawing,negative,-1
2688,goad,negative,-1
2689,goading,negative,-1
2690,god-awful,negative,-1
2691,god-given,positive,1
2692,godlike,positive,1
2693,godsend,positive,1
2694,god-send,positive,1
2695,gold,positive,1
2696,golden,positive,1
2697,good,positive,1
2698,goodly,positive,1
2699,goodness,positive,1
2700,goodwill,positive,1
2701,goof,negative,-1
2702,goofy,negative,-1
2703,goon,negative,-1
2704,goood,positive,1
2705,gooood,positive,1
2706,gorgeous,positive,1
2707,gorgeously,positive,1
2708,gossip,negative,-1
2709,grace,positive,1
2710,graceful,positive,1
2711,gracefully,positive,1
2712,graceless,negative,-1
2713,gracelessly,negative,-1
2714,gracious,positive,1
2715,graciously,positive,1
2716,graciousness,positive,1
2717,graft,negative,-1
2718,grainy,negative,-1
2719,grand,positive,1
2720,grandeur,positive,1
2721,grapple,negative,-1
2722,grate,negative,-1
2723,grateful,positive,1
2724,gratefully,positive,1
2725,gratification,positive,1
2726,gratified,positive,1
2727,gratifies,positive,1
2728,gratify,positive,1
2729,gratifying,positive,1
2730,gratifyingly,positive,1
2731,grating,negative,-1
2732,gratitude,positive,1
2733,gravely,negative,-1
2734,greasy,negative,-1
2735,great,positive,1
2736,greatest,positive,1
2737,greatness,positive,1
2738,greed,negative,-1
2739,greedy,negative,-1
2740,grief,negative,-1
2741,grievance,negative,-1
2742,grievances,negative,-1
2743,grieve,negative,-1
2744,grieving,negative,-1
2745,grievous,negative,-1
2746,grievously,negative,-1
2747,grim,negative,-1
2748,grimace,negative,-1
2749,grin,positive,1
2750,grind,negative,-1
2751,gripe,negative,-1
2752,gripes,negative,-1
2753,grisly,negative,-1
2754,gritty,negative,-1
2755,gross,negative,-1
2756,grossly,negative,-1
2757,grotesque,negative,-1
2758,grouch,negative,-1
2759,grouchy,negative,-1
2760,groundbreaking,positive,1
2761,groundless,negative,-1
2762,grouse,negative,-1
2763,growl,negative,-1
2764,grudge,negative,-1
2765,grudges,negative,-1
2766,grudging,negative,-1
2767,grudgingly,negative,-1
2768,gruesome,negative,-1
